attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
56,6.2,76,33,47,8.4,1.6,10,Yes,Yes,89.14,B,Low
98,7.6,61,92,45,3.4,9.8,7,No,No,65.76,C,Low
84,0.4,42,81,26,3.3,7.0,8,Yes,No,28.24,F,High
82,8.4,57,39,12,6.0,7.5,4,Yes,Yes,65.37,C,Low
73,6.2,98,57,23,3.4,0.7,9,Yes,Yes,72.15,C,Low
48,5.6,54,35,22,8.5,7.6,6,Yes,Yes,50.6,D,Medium
65,6.2,50,56,50,6.7,7.7,1,Yes,Yes,93.46,A,Low
41,8.6,51,41,36,3.2,6.7,5,Yes,No,65.59,C,Low
92,5.9,53,91,10,3.3,2.9,5,Yes,No,69.45,C,Low
48,5.8,42,81,26,7.3,4.9,7,Yes,No,60.67,C,Low
48,9.9,72,77,43,8.6,1.1,7,Yes,Yes,100.0,A,Low
79,7.6,72,96,23,6.1,4.7,6,Yes,Yes,76.83,B,Low
56,4.4,87,75,26,6.9,2.4,8,Yes,No,89.05,B,Low
40,7.1,65,44,12,8.6,3.5,2,No,Yes,78.02,B,Low
64,3.9,78,100,43,7.3,1.6,7,Yes,Yes,99.28,A,Low
100,2.3,94,65,49,4.6,2.3,10,Yes,No,83.43,B,Low
82,6.0,51,43,34,7.3,0.8,7,Yes,No,82.34,B,Low
79,9.3,73,32,11,7.4,9.2,4,Yes,Yes,57.73,D,Medium
81,9.3,76,96,43,8.1,5.3,10,No,Yes,82.99,B,Low
64,3.4,82,48,35,7.3,4.0,2,Yes,Yes,85.94,B,Low
78,5.3,46,83,40,9.8,5.4,4,Yes,No,85.12,B,Low
74,2.1,52,98,18,4.4,6.3,4,Yes,No,55.44,D,Medium
42,10.0,40,39,39,9.7,9.2,6,Yes,Yes,72.42,C,Low
89,9.8,77,62,29,6.8,1.8,7,Yes,Yes,89.11,B,Low
76,6.5,69,42,30,7.7,3.0,3,Yes,No,82.17,B,Low
83,8.0,88,80,38,3.7,9.8,10,Yes,Yes,77.63,B,Low
83,7.2,96,61,34,5.7,3.7,1,Yes,No,99.42,A,Low
90,5.9,50,53,47,8.4,0.2,3,Yes,No,97.46,A,Low
69,0.5,42,64,34,7.9,1.5,9,No,No,40.99,D,Medium
77,4.5,65,99,18,3.3,0.3,1,Yes,No,79.17,B,Low
73,6.7,44,69,48,6.8,9.9,8,Yes,Yes,58.49,D,Medium
51,6.8,90,83,35,3.6,2.8,2,No,Yes,100.0,A,Low
58,3.7,54,73,46,10.0,9.2,6,No,No,68.37,C,Low
76,9.4,39,91,25,9.3,10.0,3,Yes,Yes,89.91,B,Low
83,1.7,57,97,46,3.1,6.0,7,Yes,Yes,64.82,C,Low
98,5.0,43,62,21,9.0,0.3,2,Yes,Yes,78.31,B,Low
98,6.9,92,85,33,9.4,0.8,4,Yes,Yes,100.0,A,Low
88,7.0,93,65,35,5.5,4.8,10,No,Yes,84.27,B,Low
100,6.5,88,83,29,8.0,4.1,9,No,No,74.89,C,Low
56,2.8,80,48,18,6.1,6.1,6,Yes,Yes,40.36,D,Medium
49,1.6,56,72,32,7.6,4.4,4,No,Yes,58.97,D,Medium
96,6.4,98,41,48,5.4,9.3,2,Yes,Yes,100.0,A,Low
94,6.0,42,40,38,5.3,5.3,10,No,Yes,47.08,D,Medium
88,1.8,54,99,40,6.0,6.9,9,No,No,50.88,D,Medium
86,7.1,85,41,28,4.0,9.0,4,Yes,Yes,64.04,C,Low
51,4.6,73,70,29,8.8,1.5,9,Yes,Yes,63.21,C,Low
55,6.7,71,54,32,5.4,2.3,2,Yes,Yes,91.34,A,Low
63,8.4,84,32,36,5.8,1.1,7,No,No,75.18,B,Low
58,1.7,68,32,39,9.3,1.4,5,No,Yes,68.09,C,Low
47,0.2,67,57,30,6.5,5.1,8,Yes,Yes,27.43,F,High
70,7.8,65,52,44,6.8,3.2,8,Yes,Yes,79.34,B,Low
60,6.1,88,77,16,9.7,4.2,4,Yes,Yes,93.08,A,Low
56,7.0,78,96,31,9.2,9.8,4,No,Yes,83.44,B,Low
62,8.4,68,71,19,4.2,1.6,8,Yes,No,76.55,B,Low
76,8.0,96,69,32,6.3,5.4,3,Yes,Yes,96.09,A,Low
93,9.6,57,35,24,9.8,1.0,7,Yes,No,87.66,B,Low
55,5.4,80,49,39,5.6,3.2,8,No,Yes,66.65,C,Low
45,4.9,90,40,43,5.6,5.3,8,No,Yes,81.97,B,Low
47,4.0,41,56,22,4.4,9.5,10,Yes,No,22.13,F,High
64,1.5,95,50,13,3.8,3.9,4,Yes,Yes,47.72,D,Medium
57,5.7,37,42,27,8.2,0.6,9,Yes,No,56.7,D,Medium
64,2.8,72,64,32,8.4,3.9,10,No,No,35.81,F,High
51,9.2,68,76,42,9.8,1.5,4,Yes,No,92.97,A,Low
54,5.8,78,57,43,8.4,2.3,8,Yes,Yes,96.45,A,Low
98,5.9,64,50,43,4.7,6.2,6,Yes,Yes,78.04,B,Low
65,3.5,51,47,45,3.3,0.7,5,Yes,Yes,68.54,C,Low
80,0.5,93,60,44,9.9,4.6,4,Yes,Yes,79.44,B,Low
84,0.3,44,89,26,5.4,6.1,5,Yes,Yes,45.92,D,Medium
65,4.2,52,66,37,5.2,4.2,1,Yes,Yes,78.89,B,Low
86,0.8,79,50,23,9.3,0.2,7,Yes,Yes,74.73,C,Low
71,6.1,93,43,43,7.1,9.9,8,Yes,Yes,73.53,C,Low
49,8.8,96,89,20,4.5,3.7,9,Yes,No,74.87,C,Low
55,8.8,93,52,22,9.2,7.8,3,Yes,No,69.76,C,Low
46,6.6,83,58,42,10.0,3.3,9,Yes,Yes,77.23,B,Low
56,2.1,97,76,11,3.6,4.8,10,Yes,No,44.17,D,Medium
62,8.6,66,59,43,9.0,3.9,5,No,Yes,100.0,A,Low
65,8.9,44,67,38,5.7,3.4,10,Yes,Yes,68.78,C,Low
60,2.0,45,56,46,6.7,0.2,6,Yes,Yes,61.62,C,Low
61,7.4,96,44,13,9.4,3.6,1,Yes,No,85.29,B,Low
97,2.9,81,88,21,9.8,8.9,9,No,Yes,65.88,C,Low
46,8.0,68,32,35,4.8,6.9,9,Yes,Yes,61.33,C,Low
53,10.0,51,39,37,4.5,1.5,6,Yes,No,77.15,B,Low
54,0.3,88,46,12,3.6,5.9,8,Yes,Yes,25.86,F,High
92,9.0,74,40,29,6.9,8.9,4,Yes,No,73.27,C,Low
46,6.2,53,77,19,3.1,7.0,5,No,Yes,55.68,D,Medium
48,9.7,87,34,27,5.9,1.5,5,Yes,No,100.0,A,Low
90,4.7,98,98,36,3.5,8.7,7,No,No,66.95,C,Low
87,8.5,81,93,40,5.8,3.0,7,Yes,No,100.0,A,Low
47,0.6,40,43,36,3.3,4.5,7,No,No,14.08,F,High
89,3.4,50,79,10,8.8,5.3,5,Yes,No,71.93,C,Low
98,0.7,52,55,15,4.5,8.5,4,No,Yes,18.89,F,High
62,9.8,86,98,20,5.3,9.3,8,Yes,No,82.29,B,Low
68,8.2,82,36,43,9.1,9.3,1,Yes,No,93.21,A,Low
57,8.5,77,45,48,8.2,0.1,1,Yes,Yes,100.0,A,Low
70,9.4,73,84,29,4.5,9.2,6,No,No,76.63,B,Low
69,0.9,83,85,30,3.5,0.5,2,Yes,Yes,78.62,B,Low
91,3.9,46,33,30,8.0,2.7,3,Yes,Yes,64.11,C,Low
78,0.7,44,77,27,5.7,5.1,4,Yes,Yes,51.19,D,Medium
74,2.1,89,46,30,8.4,4.8,2,No,No,52.8,D,Medium
57,2.3,35,65,28,6.1,6.0,10,Yes,Yes,29.34,F,High
98,4.7,83,99,13,5.4,4.8,7,Yes,Yes,62.88,C,Low
81,2.7,70,67,22,6.2,9.3,10,No,Yes,31.14,F,High
78,1.0,55,91,27,8.2,2.4,1,No,No,53.55,D,Medium
56,1.7,71,77,38,9.3,2.7,3,Yes,No,62.07,C,Low
53,1.5,58,39,34,3.3,9.2,2,No,Yes,30.71,F,High
70,9.7,89,65,22,6.7,0.8,9,Yes,No,89.44,B,Low
63,7.6,59,58,36,3.2,6.1,8,Yes,Yes,58.51,D,Medium
74,9.7,41,33,28,6.3,6.8,3,No,Yes,75.24,B,Low
83,4.4,58,73,10,9.2,5.1,5,No,Yes,63.22,C,Low
99,2.8,45,85,47,5.5,6.9,3,Yes,Yes,67.5,C,Low
84,8.0,46,71,28,9.5,1.7,6,Yes,No,97.52,A,Low
73,3.3,69,42,10,7.4,8.5,5,Yes,No,36.18,F,High
42,3.0,97,75,49,9.5,1.4,2,No,Yes,100.0,A,Low
76,2.3,91,62,26,8.3,4.0,10,No,Yes,52.27,D,Medium
82,1.3,47,50,30,3.7,0.8,8,Yes,No,36.18,F,High
79,2.6,57,86,31,4.6,5.5,6,No,Yes,64.12,C,Low
65,3.6,73,98,24,5.8,6.7,3,Yes,Yes,62.17,C,Low
94,6.7,46,99,48,4.2,9.4,1,Yes,No,94.7,A,Low
62,0.6,68,96,48,6.5,7.4,5,Yes,No,61.82,C,Low
83,2.1,65,77,41,6.3,5.4,2,Yes,Yes,72.85,C,Low
78,8.1,96,62,13,9.7,9.3,2,Yes,Yes,79.25,B,Low
54,1.5,47,65,41,6.0,4.8,9,No,Yes,40.61,D,Medium
95,3.4,65,62,13,8.5,5.6,10,Yes,Yes,52.74,D,Medium
88,8.6,36,60,10,9.6,6.0,7,Yes,No,59.98,D,Medium
43,1.5,49,50,42,9.1,4.1,6,No,Yes,63.59,C,Low
68,0.8,91,56,16,4.5,8.4,1,Yes,No,37.34,F,High
61,4.8,68,91,18,6.5,1.9,10,Yes,Yes,62.98,C,Low
64,3.0,63,55,10,5.4,5.5,2,Yes,Yes,61.66,C,Low
52,5.6,100,95,25,5.8,7.2,7,No,Yes,58.77,D,Medium
57,8.0,50,41,27,5.5,9.0,3,Yes,Yes,72.52,C,Low
72,1.4,73,51,15,8.8,8.8,2,Yes,Yes,49.86,D,Medium
55,5.8,71,46,11,6.2,5.1,6,Yes,No,52.98,D,Medium
84,5.1,55,36,18,6.7,6.4,8,No,No,35.83,F,High
81,1.4,78,97,13,9.9,3.9,8,Yes,No,45.78,D,Medium
83,6.2,53,66,32,3.4,4.7,2,Yes,No,75.27,B,Low
41,2.7,42,67,17,6.4,9.1,6,Yes,No,22.55,F,High
94,4.9,100,40,48,8.4,9.3,5,Yes,No,91.54,A,Low
74,0.8,75,30,34,4.1,9.0,7,Yes,Yes,39.43,F,High
81,4.6,95,54,25,7.3,1.4,4,No,No,79.58,B,Low
73,3.1,60,71,44,4.7,8.5,2,Yes,Yes,79.29,B,Low
69,8.2,63,81,26,9.1,9.5,10,No,Yes,59.3,D,Medium
98,0.6,100,53,27,5.3,3.6,3,No,No,67.97,C,Low
94,4.2,53,82,36,5.3,5.2,9,Yes,No,68.56,C,Low
52,4.6,92,85,24,7.2,7.8,10,Yes,Yes,55.32,D,Medium
52,7.3,91,92,26,4.3,5.6,8,No,Yes,75.23,B,Low
57,5.7,71,37,14,5.0,9.9,9,No,Yes,26.21,F,High
71,6.7,95,88,25,5.9,4.6,5,Yes,Yes,98.57,A,Low
71,7.8,64,74,24,5.5,7.1,5,Yes,Yes,74.03,C,Low
74,8.6,59,56,43,6.7,7.9,7,Yes,No,85.96,B,Low
98,3.1,99,81,28,7.2,4.9,7,Yes,Yes,78.44,B,Low
78,5.4,40,47,17,7.0,8.6,1,Yes,Yes,77.77,B,Low
85,8.4,52,45,19,7.6,5.5,5,No,No,58.84,D,Medium
91,9.9,44,95,14,5.2,4.1,8,Yes,Yes,84.28,B,Low
68,8.9,45,34,35,3.9,1.1,7,No,No,69.35,C,Low
88,3.7,99,32,31,8.3,3.9,2,Yes,Yes,84.6,B,Low
68,2.0,99,99,32,9.0,7.3,8,Yes,No,48.97,D,Medium
92,4.9,86,36,22,4.8,9.2,2,No,Yes,60.38,C,Low
83,7.4,65,79,18,5.8,2.5,10,Yes,Yes,63.81,C,Low
96,4.9,51,43,29,6.5,3.6,1,Yes,Yes,77.07,B,Low
55,4.8,89,67,37,6.7,1.5,3,Yes,No,83.07,B,Low
95,8.4,70,76,46,7.6,6.9,3,Yes,Yes,97.89,A,Low
83,3.6,60,62,33,3.3,9.6,6,Yes,Yes,40.42,D,Medium
86,8.6,87,72,42,8.1,6.4,3,No,No,90.15,A,Low
96,4.1,51,58,29,3.4,6.2,7,No,Yes,35.47,F,High
49,3.3,59,86,39,6.3,5.5,8,Yes,No,59.56,D,Medium
69,4.5,36,34,18,8.8,0.9,3,No,No,57.34,D,Medium
64,7.6,39,89,26,6.2,7.3,9,Yes,No,61.31,C,Low
78,1.3,38,99,45,4.0,6.0,1,Yes,No,62.46,C,Low
59,2.0,70,31,23,9.9,6.6,3,Yes,Yes,49.42,D,Medium
44,9.5,40,99,28,9.2,9.0,3,Yes,No,78.3,B,Low
40,1.8,55,72,16,8.4,7.8,7,Yes,No,36.91,F,High
69,5.7,60,33,12,5.9,7.8,5,Yes,Yes,50.2,D,Medium
88,5.8,89,85,42,4.3,9.3,4,Yes,Yes,84.6,B,Low
42,4.9,73,88,41,9.6,9.9,2,Yes,Yes,85.97,B,Low
84,6.4,67,38,20,6.7,5.8,7,No,Yes,56.99,D,Medium
53,2.3,48,32,11,9.0,1.1,3,No,No,40.07,D,Medium
95,5.5,90,77,35,5.4,4.6,7,Yes,No,88.01,B,Low
69,3.7,55,72,13,5.3,7.9,10,Yes,No,19.06,F,High
89,6.6,80,30,26,9.9,0.3,7,No,Yes,71.59,C,Low
43,1.4,50,86,26,6.7,0.6,2,No,Yes,64.2,C,Low
57,5.7,50,82,37,4.0,0.7,7,No,No,69.39,C,Low
76,1.9,63,45,39,4.5,7.3,6,Yes,Yes,51.66,D,Medium
64,2.8,42,80,49,6.4,5.0,10,Yes,No,50.28,D,Medium
87,2.2,37,84,32,3.3,3.7,4,Yes,No,67.47,C,Low
40,1.8,53,30,33,6.2,1.1,5,Yes,No,38.96,F,High
92,8.3,100,57,38,5.9,7.3,8,Yes,Yes,88.88,B,Low
85,2.9,56,82,13,8.5,3.2,5,No,Yes,64.67,C,Low
54,9.3,80,87,47,5.5,2.7,3,No,Yes,100.0,A,Low
48,9.7,47,89,38,9.9,6.5,2,Yes,Yes,100.0,A,Low
54,5.7,67,88,28,4.3,5.6,6,Yes,No,56.08,D,Medium
88,1.4,39,51,36,7.1,3.6,6,Yes,Yes,57.85,D,Medium
96,3.7,61,37,38,3.6,6.4,7,Yes,Yes,53.89,D,Medium
63,8.0,58,78,45,8.1,2.7,8,Yes,No,88.7,B,Low
43,3.7,97,71,44,10.0,7.9,4,No,Yes,86.27,B,Low
51,0.9,82,56,15,8.7,2.3,8,Yes,No,60.55,C,Low
98,5.6,97,68,32,6.9,1.6,1,No,Yes,100.0,A,Low
97,8.5,46,54,48,6.4,7.8,6,No,No,58.16,D,Medium
76,8.0,62,67,17,8.8,7.1,6,No,No,49.7,D,Medium
100,1.8,78,53,11,9.6,1.8,3,Yes,No,66.83,C,Low
76,6.7,77,53,22,9.9,1.2,9,Yes,Yes,88.43,B,Low
82,2.2,51,89,49,5.8,8.4,5,Yes,Yes,58.52,D,Medium
99,2.2,74,79,30,9.9,7.8,1,Yes,No,72.97,C,Low
45,8.7,83,95,40,4.1,3.3,7,Yes,No,100.0,A,Low
78,2.5,91,43,45,4.8,6.6,10,No,No,44.13,D,Medium
95,2.6,98,82,47,3.6,1.2,3,No,Yes,100.0,A,Low
85,0.0,91,61,36,4.9,5.1,10,No,Yes,41.01,D,Medium
63,8.7,77,77,45,8.4,0.2,10,Yes,No,100.0,A,Low
50,7.9,57,68,32,9.0,3.9,4,Yes,Yes,89.36,B,Low
52,6.3,61,69,30,8.5,0.7,6,Yes,Yes,91.31,A,Low
73,7.5,92,71,22,7.4,4.8,8,Yes,Yes,97.12,A,Low
64,1.5,71,37,46,6.6,4.2,4,No,No,61.66,C,Low
46,4.6,40,55,35,8.0,4.4,9,Yes,Yes,63.89,C,Low
91,3.5,99,41,49,5.7,0.5,8,Yes,Yes,81.09,B,Low
43,0.9,40,72,16,8.9,3.6,10,No,Yes,18.95,F,High
98,4.9,84,80,48,7.7,7.6,10,Yes,Yes,64.79,C,Low
47,9.2,56,92,31,7.9,3.7,6,No,No,73.8,C,Low
59,0.4,59,78,48,6.8,7.2,7,Yes,Yes,65.39,C,Low
68,2.9,85,56,32,9.2,3.7,8,No,Yes,65.9,C,Low
93,2.1,82,38,39,4.8,4.2,2,Yes,Yes,73.51,C,Low
92,2.4,99,68,27,5.7,5.6,5,Yes,Yes,72.58,C,Low
90,9.1,94,94,27,8.4,9.5,7,Yes,Yes,95.89,A,Low
84,4.7,80,100,19,6.4,1.1,8,No,No,76.88,B,Low
85,4.7,70,100,48,9.2,0.3,5,No,No,100.0,A,Low
49,7.6,92,36,39,5.4,6.1,3,Yes,Yes,98.36,A,Low
82,1.5,72,96,35,5.6,9.5,6,No,Yes,42.98,D,Medium
73,4.9,45,39,16,9.2,9.9,5,No,Yes,36.19,F,High
96,4.3,46,100,16,6.3,4.8,8,Yes,No,63.81,C,Low
65,6.0,76,82,14,6.6,4.7,9,Yes,Yes,70.65,C,Low
80,10.0,73,86,10,5.3,6.4,9,Yes,Yes,75.52,B,Low
88,7.7,45,56,27,4.9,5.6,6,Yes,No,60.91,C,Low
97,4.0,70,83,22,7.6,6.3,4,Yes,Yes,79.3,B,Low
42,8.3,86,33,34,3.8,8.7,4,Yes,Yes,64.98,C,Low
95,1.7,65,52,49,9.2,7.5,9,Yes,Yes,68.36,C,Low
45,0.3,67,77,17,8.5,5.0,4,Yes,Yes,62.07,C,Low
44,2.0,47,71,19,4.3,4.6,8,Yes,No,26.64,F,High
44,3.4,52,32,41,7.9,6.4,9,No,No,57.86,D,Medium
93,5.1,75,32,26,7.2,4.6,5,Yes,Yes,63.67,C,Low
86,6.2,92,57,47,4.3,4.6,6,No,Yes,84.34,B,Low
62,9.1,90,92,24,4.9,0.2,3,Yes,Yes,100.0,A,Low
88,5.1,58,60,24,5.9,1.7,5,Yes,Yes,74.67,C,Low
48,5.0,65,39,49,7.9,4.9,5,No,Yes,83.4,B,Low
74,0.5,89,78,29,7.5,8.2,2,Yes,No,64.05,C,Low
59,0.3,44,50,24,6.7,2.8,10,Yes,Yes,25.05,F,High
97,5.5,94,82,44,8.4,5.2,6,Yes,Yes,99.02,A,Low
88,4.4,36,83,15,8.3,3.4,9,Yes,Yes,59.96,D,Medium
100,8.4,49,86,39,7.3,1.0,7,Yes,Yes,100.0,A,Low
98,1.6,37,49,17,8.5,9.6,8,Yes,Yes,36.73,F,High
81,0.2,77,78,40,5.3,8.5,2,Yes,Yes,64.07,C,Low
74,4.5,65,36,41,9.2,0.8,9,No,No,73.1,C,Low
89,2.4,90,58,24,7.3,7.2,3,No,Yes,61.26,C,Low
57,0.5,97,77,27,8.8,3.5,10,Yes,No,47.53,D,Medium
56,7.2,49,42,22,6.8,9.9,5,Yes,Yes,43.32,D,Medium
63,1.1,44,32,33,4.5,3.0,7,Yes,Yes,53.53,D,Medium
42,6.1,72,31,49,6.8,2.4,4,No,No,67.03,C,Low
71,2.8,81,45,23,5.6,5.7,7,Yes,No,49.63,D,Medium
74,1.7,91,35,37,7.9,8.4,8,Yes,No,50.53,D,Medium
77,3.8,84,74,20,6.3,1.9,10,Yes,Yes,56.6,D,Medium
52,8.0,49,100,15,8.9,7.1,10,No,No,58.31,D,Medium
95,3.9,52,34,34,7.7,0.6,4,Yes,No,63.9,C,Low
100,7.5,36,85,10,7.8,9.2,5,Yes,Yes,56.36,D,Medium
86,1.3,77,100,34,4.5,0.8,3,Yes,No,88.57,B,Low
64,7.7,60,61,11,9.9,9.1,5,Yes,Yes,52.39,D,Medium
48,2.4,72,78,41,8.9,4.9,8,Yes,Yes,72.24,C,Low
43,6.8,76,42,22,8.5,4.5,3,Yes,No,82.98,B,Low
53,5.7,39,59,42,5.3,9.7,5,No,No,56.23,D,Medium
76,9.3,45,54,41,6.7,9.9,10,Yes,Yes,66.8,C,Low
73,3.9,99,89,33,4.0,6.5,1,Yes,No,76.39,B,Low
50,0.7,68,88,36,6.8,1.3,2,Yes,No,65.93,C,Low
80,0.2,35,57,13,4.0,5.1,3,Yes,No,26.22,F,High
95,8.3,36,87,33,6.9,5.3,1,Yes,Yes,71.53,C,Low
42,5.2,54,49,32,7.5,5.1,9,Yes,Yes,54.49,D,Medium
98,7.8,95,63,38,5.7,5.7,9,Yes,Yes,86.68,B,Low
67,2.3,55,34,43,6.5,0.2,5,Yes,Yes,71.71,C,Low
68,3.5,46,89,30,9.1,7.1,4,No,No,54.78,D,Medium
48,0.3,56,72,39,3.8,7.1,5,Yes,Yes,45.86,D,Medium
42,9.6,54,86,35,8.5,1.2,4,No,No,96.48,A,Low
64,6.7,35,86,29,4.2,5.7,5,Yes,No,51.37,D,Medium
73,9.3,64,83,25,3.3,5.7,7,Yes,Yes,80.39,B,Low
51,2.7,58,74,12,4.3,6.8,8,Yes,Yes,33.13,F,High
81,6.1,48,66,46,8.4,0.9,2,Yes,Yes,89.29,B,Low
48,6.8,70,77,49,5.8,6.3,4,No,Yes,91.31,A,Low
54,3.2,58,83,34,9.1,2.8,8,No,Yes,60.56,C,Low
79,8.5,94,77,32,6.7,5.1,7,Yes,Yes,99.54,A,Low
64,9.5,89,35,10,3.2,7.7,9,Yes,Yes,56.0,D,Medium
44,8.8,58,63,42,8.0,7.1,5,No,Yes,65.51,C,Low
50,7.4,58,92,24,3.8,1.2,6,No,Yes,78.0,B,Low
98,2.8,88,77,26,8.5,5.9,8,No,Yes,66.27,C,Low
73,2.8,60,52,43,4.2,9.7,5,Yes,No,57.26,D,Medium
63,9.6,100,42,26,5.4,1.6,9,No,Yes,91.8,A,Low
99,0.1,72,76,50,8.3,8.5,4,Yes,No,74.84,C,Low
54,7.2,99,73,13,9.7,7.0,8,Yes,No,73.94,C,Low
77,7.1,85,61,22,5.6,7.7,3,Yes,No,70.57,C,Low
47,6.2,69,55,13,8.8,2.8,5,Yes,No,63.31,C,Low
98,9.9,77,82,16,4.3,2.9,8,Yes,Yes,96.51,A,Low
44,3.1,63,43,18,8.7,9.1,10,Yes,Yes,25.49,F,High
87,3.4,71,81,32,7.6,3.6,7,Yes,Yes,78.49,B,Low
65,0.8,92,65,42,4.3,0.6,1,Yes,Yes,100.0,A,Low
57,4.4,88,37,42,5.1,6.0,4,Yes,Yes,68.86,C,Low
45,2.6,73,69,29,3.9,1.2,2,Yes,Yes,79.93,B,Low
76,3.4,76,51,13,5.7,8.0,2,Yes,Yes,48.93,D,Medium
99,8.3,62,45,10,4.4,6.4,7,No,No,56.44,D,Medium
87,9.4,63,89,43,7.5,8.7,3,Yes,No,100.0,A,Low
52,1.9,77,89,36,10.0,7.8,3,Yes,Yes,82.61,B,Low
67,3.7,37,39,30,3.1,1.1,6,No,Yes,46.57,D,Medium
44,9.3,44,54,33,6.8,3.8,6,Yes,No,87.89,B,Low
52,0.6,93,60,24,7.0,7.7,1,No,No,48.45,D,Medium
56,0.9,48,50,44,9.4,4.2,1,Yes,Yes,88.21,B,Low
89,1.6,81,62,34,6.5,9.7,6,No,No,44.61,D,Medium
79,6.0,76,60,18,6.8,7.4,7,Yes,Yes,66.95,C,Low
84,1.5,66,50,26,6.3,0.2,9,No,Yes,56.51,D,Medium
71,9.7,66,65,30,4.9,8.8,4,Yes,Yes,72.85,C,Low
68,4.5,76,94,22,3.4,1.0,10,No,No,68.61,C,Low
90,5.0,66,33,12,5.9,1.4,6,Yes,Yes,65.21,C,Low
97,2.5,60,97,13,3.4,7.3,3,Yes,Yes,50.65,D,Medium
42,4.7,35,33,13,6.9,8.6,4,Yes,No,24.84,F,High
95,6.6,90,38,37,5.2,5.4,9,No,Yes,65.43,C,Low
79,7.5,36,59,16,6.7,2.9,1,Yes,No,75.73,B,Low
73,7.5,64,74,35,3.9,3.5,5,Yes,Yes,78.01,B,Low
79,5.8,86,33,20,9.5,3.4,7,Yes,Yes,67.17,C,Low
66,9.0,43,98,33,9.3,3.3,3,Yes,No,84.57,B,Low
52,8.2,56,52,19,4.3,2.4,2,Yes,Yes,74.18,C,Low
84,7.6,68,45,46,5.4,6.1,2,Yes,No,100.0,A,Low
72,0.6,83,51,22,7.3,9.0,1,No,No,54.06,D,Medium
45,0.1,35,77,48,3.7,3.1,5,Yes,No,51.31,D,Medium
63,2.1,87,91,28,5.5,1.9,3,No,Yes,92.8,A,Low
58,6.6,74,89,28,4.8,8.4,7,Yes,Yes,76.32,B,Low
55,4.1,79,34,21,9.4,7.4,1,No,Yes,65.33,C,Low
79,4.0,43,36,31,9.0,9.3,9,Yes,Yes,44.65,D,Medium
67,8.8,56,80,46,7.1,1.7,2,Yes,No,100.0,A,Low
72,9.0,52,94,39,6.6,1.4,8,Yes,Yes,86.93,B,Low
98,9.1,77,38,21,9.5,5.4,10,Yes,No,70.02,C,Low
98,3.1,73,74,38,9.5,6.1,4,No,No,51.84,D,Medium
87,6.9,40,76,30,9.8,4.8,6,Yes,No,66.79,C,Low
80,2.7,82,96,20,3.9,6.0,9,No,No,55.05,D,Medium
52,1.9,41,53,46,4.1,1.8,7,Yes,No,52.67,D,Medium
82,1.8,50,39,27,7.7,4.8,8,Yes,No,31.52,F,High
84,3.4,35,77,36,6.8,6.6,7,Yes,No,56.12,D,Medium
64,4.3,71,64,46,3.1,4.3,2,Yes,No,84.23,B,Low
92,8.3,71,83,21,3.4,6.8,9,Yes,No,77.44,B,Low
81,1.2,98,100,32,9.2,4.5,1,No,No,96.83,A,Low
75,7.3,96,45,43,9.1,3.3,2,No,Yes,100.0,A,Low
66,5.3,95,82,47,5.5,3.0,3,Yes,Yes,91.33,A,Low
77,2.9,67,69,32,9.2,4.1,3,No,Yes,91.54,A,Low
99,4.9,100,49,34,7.2,0.2,10,Yes,Yes,96.78,A,Low
46,3.0,64,98,13,8.6,6.7,4,Yes,Yes,64.44,C,Low
44,6.0,54,74,39,6.0,8.5,5,Yes,No,62.12,C,Low
82,4.3,94,35,39,3.8,3.5,6,Yes,No,59.65,D,Medium
84,1.6,58,98,22,6.0,0.5,1,Yes,Yes,75.97,B,Low
97,1.2,38,78,23,6.2,9.9,8,Yes,No,26.29,F,High
96,5.5,71,68,17,6.9,2.6,6,Yes,No,69.14,C,Low
90,9.0,38,31,33,3.7,1.3,10,Yes,No,74.95,C,Low
70,3.4,52,68,27,9.9,3.7,9,Yes,No,53.99,D,Medium
62,7.3,100,50,44,4.7,7.4,5,Yes,Yes,80.74,B,Low
81,6.6,82,69,34,4.4,2.9,7,Yes,Yes,89.21,B,Low
49,9.3,67,83,26,6.7,5.7,4,Yes,Yes,82.02,B,Low
71,8.2,92,41,41,6.8,4.2,6,No,Yes,76.5,B,Low
82,5.7,62,66,33,6.1,1.2,6,Yes,Yes,87.93,B,Low
92,6.6,69,67,16,8.4,3.3,4,Yes,No,79.67,B,Low
69,9.0,44,44,22,6.6,7.2,6,No,No,56.7,D,Medium
78,4.0,99,36,36,7.3,6.1,8,Yes,Yes,78.91,B,Low
70,3.3,76,79,14,8.1,1.2,5,No,Yes,70.36,C,Low
57,0.1,43,94,45,3.2,1.6,2,Yes,Yes,74.0,C,Low
75,8.3,94,96,35,7.0,6.4,9,Yes,Yes,90.99,A,Low
41,8.0,49,73,40,9.2,8.1,4,Yes,No,83.48,B,Low
53,1.0,91,60,19,3.1,3.5,4,Yes,Yes,37.49,F,High
52,5.8,56,72,35,5.8,6.0,7,No,No,50.21,D,Medium
68,4.6,98,77,31,9.5,1.7,10,Yes,No,75.91,B,Low
51,1.2,75,90,21,5.5,3.1,10,No,No,34.21,F,High
78,9.8,90,39,41,6.2,0.2,6,Yes,No,99.77,A,Low
